city,district,neighborhood,Fiyat,İlan Tarihi,İlan No,Marka,Seri,Model,Yıl,Yakıt,Vites,Araç Durumu,KM,Kasa Tipi,Motor Gücü,Motor Hacmi,Çekiş,Renk,Garanti,Ağır Hasar Kayıtlı,Plaka / Uyruk,Kimden,Takas
İstanbul,Pendik,Orhangazi Mah.,632.000 TL,26 Ekim 2024,1207211777,Fiat,Egea,1.3 Multijet Easy,2021,Dizel,Manuel,İkinci El,106.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Bursa,Gemlik,Dr. Ziya Kaya Mah.,249.750 TL,26 Ekim 2024,1203587906,Fiat,Palio,1.4 RT,2000,Benzin & LPG,Manuel,İkinci El,229.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kırklareli,Lüleburgaz,Atatürk Mh.,325.000 TL,26 Ekim 2024,1207213556,Fiat,Palio,1.2 Dynamic,2005,Benzin & LPG,Manuel,İkinci El,222.000,Hatchback 5 kapı,80 hp,1242 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Pendik,Fevzi Çakmak Mh.,143.750 TL,26 Ekim 2024,1207217669,Fiat,Siena,1.6 HL,2000,Benzin & LPG,Manuel,İkinci El,268.000,Sedan,101 hp,1580 cc,Önden Çekiş,Lacivert,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Burdur,Merkez,Aydınlıkevler Mh.,380.000 TL,26 Ekim 2024,1151488522,Fiat,Albea,Sole 1.3 Multijet Dynamic,2009,Dizel,Manuel,İkinci El,250.000,Sedan,70 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kars,Merkez,Şehitler Mh.,520.000 TL,26 Ekim 2024,1157777757,Fiat,Punto,1.4 Pop S&S,2013,Benzin,Manuel,İkinci El,168.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Sakarya,Erenler,Yeni Mah.,765.000 TL,26 Ekim 2024,1207216617,Fiat,Egea,1.4 Fire Easy Plus,2023,Benzin,Manuel,İkinci El,17.950,Sedan,95 hp,1368 cc,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kahramanmaraş,Onikişubat,Vadi Mh.,759.000 TL,26 Ekim 2024,1207213704,Fiat,Egea,1.4 Fire Easy Plus,2023,Benzin,Manuel,İkinci El,20.000,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Manisa,Turgutlu,Altay Mah.,235.000 TL,26 Ekim 2024,1199993829,Fiat,Brava,1.6 SX,2000,Benzin & LPG,Manuel,İkinci El,264.200,Hatchback 5 kapı,103 hp,1581 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Adana,Seyhan,Yeşiloba Mh.,339.000 TL,26 Ekim 2024,1180985759,Fiat,Punto,Grande 1.3 Multijet Active,2008,Dizel,Manuel,İkinci El,238.000,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Bursa,Osmangazi,Hüdavendigar Mh.,1.020.000 TL,26 Ekim 2024,1197784727,Fiat,Egea,1.3 Multijet Easy Plus,2023,Dizel,Manuel,İkinci El,6.001,Sedan,95 hp,1248 cc,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Muş,Merkez,Tandoğan Köyü,800.000 TL,26 Ekim 2024,1181385670,Fiat,Egea,1.6 Multijet Easy,2022,Dizel,Otomatik,İkinci El,54.600,Sedan,130 hp,1598 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Yetkili Bayiden,Evet
Mersin,Yenişehir,Güvenevler Mh.,605.000 TL,26 Ekim 2024,1207215147,Fiat,Egea,1.4 Fire Easy,2019,Benzin & LPG,Manuel,İkinci El,97.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Bursa,Osmangazi,Hüdavendigar Mh.,1.020.000 TL,26 Ekim 2024,1197784727,Fiat,Egea,1.3 Multijet Easy Plus,2023,Dizel,Manuel,İkinci El,6.001,Sedan,95 hp,1248 cc,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Muş,Merkez,Tandoğan Köyü,800.000 TL,26 Ekim 2024,1181385670,Fiat,Egea,1.6 Multijet Easy,2022,Dizel,Otomatik,İkinci El,54.600,Sedan,130 hp,1598 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Yetkili Bayiden,Evet
Mersin,Yenişehir,Güvenevler Mh.,605.000 TL,26 Ekim 2024,1207215147,Fiat,Egea,1.4 Fire Easy,2019,Benzin & LPG,Manuel,İkinci El,97.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Maltepe,Bağlarbaşı Mh.,262.250 TL,26 Ekim 2024,1207212616,Fiat,Brava,1.6 ELX,2001,Benzin,Manuel,İkinci El,282.250,Hatchback 5 kapı,103 hp,1581 cc,Önden Çekiş,Gümüş Gri,Hayır,Evet,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Ataşehir,Kayışdağı Mh.,625.000 TL,26 Ekim 2024,1207216793,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,117.000,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İzmir,Buca,Menderes Mah.,385.000 TL,26 Ekim 2024,1199475181,Fiat,Linea,1.3 Multijet Active Plus,2015,Dizel,Manuel,İkinci El,250.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İzmir,Gaziemir,Binbaşı Reşatbey Mh.,799.000 TL,26 Ekim 2024,1207216104,Fiat,Egea,1.4 Fire Easy Plus,2023,Benzin,Manuel,İkinci El,12.352,Sedan,95 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İzmir,Urla,Altıntaş Mh.,219.900 TL,26 Ekim 2024,1203585572,Fiat,Bravo,1.6 SX,2001,Benzin & LPG,Manuel,İkinci El,299.000,Hatchback 3 kapı,103 hp,1581 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Malatya,Yeşilyurt,Yaka Mah.,299.000 TL,26 Ekim 2024,1207214897,Fiat,Linea,1.6 Multijet Dynamic,2011,Dizel,Manuel,İkinci El,362.000,Sedan,105 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Samsun,İlkadım,Toybelen Mah.,739.000 TL,26 Ekim 2024,1200208335,Fiat,Egea,1.3 Multijet Easy,2022,Dizel,Manuel,İkinci El,63.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Ankara,Pursaklar,Saray Fatih Mah.,171.750 TL,26 Ekim 2024,1207215454,Fiat,Tempra,1.6 SX A,1993,Benzin & LPG,Manuel,İkinci El,28.580,Sedan,90 hp,1581 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Mersin,Toroslar,Korukent Mah.,315.000 TL,26 Ekim 2024,1207211117,Fiat,Albea,1.3 Multijet Active,2006,Dizel,Manuel,İkinci El,167.000,Sedan,70 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Evet,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Ümraniye,Cemil Meriç Mh.,460.000 TL,26 Ekim 2024,1207206354,Fiat,Linea,1.3 Multijet Urban,2014,Dizel,Manuel,İkinci El,222.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Konya,Karatay,Fevziçakmak Mh.,765.000 TL,26 Ekim 2024,1207213727,Fiat,Egea,1.3 Multijet Easy Plus,2022,Dizel,Manuel,İkinci El,70.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Sakarya,Adapazarı,Şeker Mh.,599.750 TL,26 Ekim 2024,1160703160,Fiat,Egea,1.6 Multijet Comfort,2016,Dizel,Otomatik,İkinci El,235.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Sancaktepe,Eyüp Sultan Mh.,389.750 TL,26 Ekim 2024,1207214843,Fiat,Egea,1.3 Multijet Urban Plus,2020,Dizel,Manuel,İkinci El,600.000,Sedan,95 hp,1248 cc,Önden Çekiş,Sarı,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Kahramanmaraş,Dulkadiroğlu,Bahçelievler Mh.,915.000 TL,26 Ekim 2024,1200134152,Fiat,Egea,1.4 Fire Easy,2023,Benzin,Manuel,İkinci El,6.046,Sedan,95 hp,1368 cc,Önden Çekiş,Füme,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Sakarya,Erenler,Yeşiltepe Mh.,825.000 TL,26 Ekim 2024,1207214354,Fiat,Egea,1.6 Multijet Easy,2020,Dizel,Otomatik,İkinci El,72.500,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Ümraniye,Madenler Mah.,615.000 TL,26 Ekim 2024,1142960015,Fiat,Egea,1.4 Fire Easy,2021,Benzin,Manuel,İkinci El,105.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Ankara,Keçiören,Çaldıran Mh.,695.000 TL,26 Ekim 2024,1207211321,Fiat,Egea,1.4 Fire Urban,2019,Benzin,Manuel,İkinci El,47.200,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İzmir,Gaziemir,Beyazevler Mah.,357.500 TL,26 Ekim 2024,1168565821,Fiat,Linea,1.3 Multijet Actual Plus,2013,Dizel,Manuel,İkinci El,295.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Evet,Türkiye (TR) Plakalı,Galeriden,Evet
Antalya,Konyaaltı,Arapsuyu Mah.,559.000 TL,26 Ekim 2024,1203582003,Fiat,Egea,1.3 Multijet Easy,2016,Dizel,Manuel,İkinci El,174.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Balıkesir,Edremit,Cennetayağı Mh.,675.000 TL,26 Ekim 2024,1207213524,Fiat,Egea,1.4 Fire Easy Plus,2021,Benzin,Manuel,İkinci El,60.000,Sedan,101 - 125 HP,1301 - 1600 cm3,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Küçükçekmece,Kartaltepe Mah.,460.000 TL,26 Ekim 2024,1207210490,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,170.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İzmir,Çiğli,Ataşehir Mh.,548.000 TL,26 Ekim 2024,1115504518,Fiat,Linea,1.4 Fire Pop,2015,Benzin & LPG,Manuel,İkinci El,86.000,Sedan,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Küçükçekmece,İstasyon Mh.,715.000 TL,26 Ekim 2024,1207211852,Fiat,Egea,1.4 Fire Urban,2021,Benzin & LPG,Manuel,İkinci El,29.150,Sedan,95 hp,1368 cc,Önden Çekiş,Bej,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kayseri,Melikgazi,Yıldırım Beyazıt Mh.,385.000 TL,26 Ekim 2024,1207212487,Fiat,Linea,1.3 Multijet Active,2010,Dizel,Manuel,İkinci El,308.000,Sedan,90 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Bağcılar,100. Yıl Mh.,279.000 TL,26 Ekim 2024,1207209987,Fiat,Punto,Grande 1.3 Multijet Active,2006,Dizel,Manuel,İkinci El,427.000,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kayseri,Melikgazi,Anbar Mah.,200.000 TL,26 Ekim 2024,1207202029,Fiat,UNO,70 S,1998,Benzin & LPG,Manuel,İkinci El,400.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Van,Edremit,Eminpaşa Mh.,255.000 TL,26 Ekim 2024,1207211573,Fiat,Marea,1.6 Exclusive,2006,Benzin & LPG,Manuel,İkinci El,244.000,Sedan,103 hp,1596 cc,Önden Çekiş,Sarı,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Çanakkale,Merkez,Barbaros Mah.,677.000 TL,26 Ekim 2024,1193953117,Fiat,Egea,1.4 Fire Easy,2021,Benzin,Manuel,İkinci El,98.000,Sedan,95 hp,1368 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kahramanmaraş,Dulkadiroğlu,Egemenlik Mah.,355.000 TL,26 Ekim 2024,1168090751,Fiat,Albea,1.3 Multijet Active,2005,Dizel,Manuel,İkinci El,143.000,Sedan,70 hp,1248 cc,Önden Çekiş,Bej,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Bursa,Nilüfer,29 Ekim Mah.,750.000 TL,26 Ekim 2024,1197072520,Fiat,Egea,1.3 Multijet Easy,2022,Dizel,Manuel,İkinci El,58.791,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Zonguldak,Ereğli,Belenyeni Mah.,789.750 TL,26 Ekim 2024,1203579462,Fiat,Egea,1.3 Multijet Easy,2022,Dizel,Manuel,İkinci El,72.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Konya,Karatay,Fevziçakmak Mh.,752.000 TL,26 Ekim 2024,1207212695,Fiat,Egea,1.4 Fire Street,2023,Benzin,Manuel,İkinci El,30.000,Hatchback 5 kapı,95 hp,1368 cc,Önden Çekiş,Füme,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Üsküdar,Küçüksu Mh.,1.353.000 TL,26 Ekim 2024,1204686346,Fiat,500 Ailesi 500 E,La Prima,2023,Elektrik,Otomatik,İkinci El,6.111,Cabrio,118 hp,,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kastamonu,Merkez,Kuzeykent Mah.,560.000 TL,26 Ekim 2024,1200029499,Fiat,Linea,1.3 Multijet Urban,2013,Dizel,Manuel,İkinci El,140.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Bursa,Nilüfer,Balkan Mh.,955.000 TL,26 Ekim 2024,1207211769,Fiat,Egea,1.3 Multijet Easy,2024,Dizel,Manuel,İkinci El,14.500,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Batman,Merkez,Girbereşik Mh.,555.000 TL,26 Ekim 2024,1207209024,Fiat,Linea,1.3 Multijet Active Plus,2015,Dizel,Manuel,İkinci El,112.500,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Pendik,Bahçelievler Mh.,360.000 TL,26 Ekim 2024,1207208500,Fiat,Linea,1.3 Multijet Active Plus,2013,Dizel,Manuel,İkinci El,208.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kastamonu,Merkez,Kuzeykent Mah.,560.000 TL,26 Ekim 2024,1200029499,Fiat,Linea,1.3 Multijet Urban,2013,Dizel,Manuel,İkinci El,140.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Bursa,Nilüfer,Balkan Mh.,955.000 TL,26 Ekim 2024,1207211769,Fiat,Egea,1.3 Multijet Easy,2024,Dizel,Manuel,İkinci El,14.500,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Batman,Merkez,Girbereşik Mh.,555.000 TL,26 Ekim 2024,1207209024,Fiat,Linea,1.3 Multijet Active Plus,2015,Dizel,Manuel,İkinci El,112.500,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
İstanbul,Pendik,Bahçelievler Mh.,360.000 TL,26 Ekim 2024,1207208500,Fiat,Linea,1.3 Multijet Active Plus,2013,Dizel,Manuel,İkinci El,208.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Altındağ,Zübeyde Hanım Mh.,290.000 TL,26 Ekim 2024,1207207346,Fiat,Siena,1.4 EL,1999,Benzin & LPG,Manuel,İkinci El,221.784,Sedan,71 hp,1372 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Mamak,Yeşilbayır Mh.,720.000 TL,26 Ekim 2024,1207208308,Fiat,Punto,1.4 Easy S&S,2012,Benzin,Otomatik,İkinci El,15.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Siyah,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Düzce,Kaynaşlı,Üçköprü Köyü,1.355.000 TL,26 Ekim 2024,1207210650,Fiat,Egea,1.6 Multijet Limited,2024,Dizel,Otomatik,İkinci El,6.001,Sedan,130 hp,1598 cc,Önden Çekiş,Füme,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Kayseri,Kocasinan,Ertuğrul Gazi Mh.,652.000 TL,26 Ekim 2024,1206942643,Fiat,Egea,1.4 Fire Easy,2021,Benzin,Manuel,İkinci El,62.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Muğla,Bodrum,Peksimet Mh.,625.000 TL,26 Ekim 2024,1192597086,Fiat,Egea,1.4 Fire Easy,2020,Benzin,Manuel,İkinci El,71.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Bursa,İnegöl,Mahmudiye Mah.,555.000 TL,26 Ekim 2024,1207209923,Fiat,Bravo,1.6 Mjet Emotion,2010,Dizel,Manuel,İkinci El,194.500,Hatchback 5 kapı,120 hp,1598 cc,Önden Çekiş,Siyah,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Kocaeli,Gebze,Sultan Orhan Mah.,465.000 TL,26 Ekim 2024,1207211292,Fiat,Linea,1.3 Multijet Active Plus,2015,Dizel,Manuel,İkinci El,280.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Samsun,Vezirköprü,Nalbantlı Mh.,750.000 TL,26 Ekim 2024,1207199766,Fiat,Egea,1.3 Multijet Easy,2020,Dizel,Manuel,İkinci El,85.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Ataşehir,İnönü Mh.,709.000 TL,26 Ekim 2024,1207206032,Fiat,Egea,1.3 Multijet Easy Plus,2021,Dizel,Manuel,İkinci El,85.483,Sedan,76 - 100 HP,1300 cm3' e kadar,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Gaziantep,Şehitkamil,Aydınlar Mh.,850.000 TL,26 Ekim 2024,1200198732,Fiat,500 Ailesi,500 1.2 Lounge,2018,Benzin,Otomatik,İkinci El,59.575,Hatchback 3 kapı,69 hp,1242 cc,Önden Çekiş,Yeşil,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Bursa,Osmangazi,Panayır Mh.,735.000 TL,26 Ekim 2024,1207210590,Fiat,Egea,1.3 Multijet Easy,2022,Dizel,Manuel,İkinci El,59.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Manisa,Şehzadeler,2. Anafartalar Mah.,785.000 TL,26 Ekim 2024,1207208238,Fiat,500 Ailesi,500 1.0 Hybrid Dolcevita,2021,Hybrid,Manuel,İkinci El,25.750,Hatchback 3 kapı,70 hp,999 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Zonguldak,Kilimli,Merkez,880.000 TL,26 Ekim 2024,1128367606,Fiat,Egea,1.4 Fire Urban Plus,2023,Benzin,Manuel,İkinci El,15.500,Sedan,76 - 100 HP,1301 - 1600 cm3,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Mersin,Mezitli,Kaleköy Mh.,644.900 TL,26 Ekim 2024,1199798270,Fiat,Egea,1.3 Multijet Easy Stil,2020,Dizel,Manuel,İkinci El,170.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Amasya,Merkez,Yüzevler Mh.,200.000 TL,26 Ekim 2024,1207205054,Fiat,UNO,70 S,1995,Benzin & LPG,Manuel,İkinci El,312.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Bağcılar,Sancaktepe Mah.,450.000 TL,26 Ekim 2024,1207202021,Fiat,Linea,1.3 Multijet Urban,2012,Dizel,Manuel,İkinci El,260.000,Sedan,95 hp,1248 cc,Önden Çekiş,Bordo,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Bağcılar,Sancaktepe Mah.,450.000 TL,26 Ekim 2024,1207202021,Fiat,Linea,1.3 Multijet Urban,2012,Dizel,Manuel,İkinci El,260.000,Sedan,95 hp,1248 cc,Önden Çekiş,Bordo,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Aydın,Efeler,Orta Mah.,385.000 TL,26 Ekim 2024,1145643161,Fiat,Linea,1.3 Multijet Actual,2011,Dizel,Manuel,İkinci El,326.000,Sedan,95 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Esenyurt,Fatih Mah.,350.000 TL,26 Ekim 2024,1134084416,Fiat,Linea,1.4 Fire Active,2008,Benzin & LPG,Manuel,İkinci El,258.000,Sedan,77 hp,1368 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Beylikdüzü,Cumhuriyet Mah.,649.000 TL,26 Ekim 2024,1207208617,Fiat,Egea,1.4 Fire Easy Plus,2021,Benzin,Manuel,İkinci El,150.000,Sedan,76 - 100 HP,1301 - 1600 cm3,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Ataşehir,Küçükbakkalköy Mh.,819.950 TL,26 Ekim 2024,1203546739,Fiat,Egea,1.3 Multijet Easy,2023,Dizel,Manuel,İkinci El,51.000,Sedan,95 hp,1248 cc,Önden Çekiş,Kırmızı,Evet,Hayır,Türkiye (TR) Plakalı,Yetkili Bayiden,Evet
Balıkesir,Altıeylül,Gaziosmanpaşa Mh.,658.000 TL,26 Ekim 2024,1207162031,Fiat,Egea,1.4 Fire Easy,2020,Benzin,Manuel,İkinci El,33.500,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Bolu,Merkez,Sağlık Mh.,165.000 TL,26 Ekim 2024,1207208201,Fiat,UNO,70 S,1997,Benzin,Manuel,İkinci El,238.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Kayseri,Kocasinan,Yıldızevler Mh.,229.000 TL,26 Ekim 2024,1200128731,Fiat,Siena,1.2 EL,2001,Benzin & LPG,Manuel,İkinci El,350.000,Sedan,75 hp,1242 cc,Önden Çekiş,Lacivert,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Gümüşhane,Kelkit,İnönü Mh.,614.000 TL,26 Ekim 2024,1207206973,Fiat,Egea,1.4 Fire Urban,2017,Benzin & LPG,Manuel,İkinci El,86.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Esenyurt,Süleymaniye Mh.,845.000 TL,26 Ekim 2024,1207203570,Fiat,Egea,1.3 Multijet Easy Plus,2023,Dizel,Manuel,İkinci El,28.764,Sedan,95 hp,1248 cc,Önden Çekiş,Gri,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Trabzon,Of,İrfanlı Mh.,755.000 TL,26 Ekim 2024,1152301172,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,22.000,Sedan,95 hp,1368 cc,Önden Çekiş,Lacivert,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Ankara,Etimesgut,Erler Mah.,840.000 TL,26 Ekim 2024,1200201488,Fiat,Egea,1.3 Multijet Easy,2023,Dizel,Manuel,İkinci El,40.792,Sedan,95 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Afyonkarahisar,Merkez,Yenice Mah.,677.500 TL,26 Ekim 2024,1207207266,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,60.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Kütahya,Gediz,Umurbey Mah.,710.000 TL,26 Ekim 2024,1207207664,Fiat,Egea,1.4 Fire Urban Plus,2019,Benzin & LPG,Manuel,İkinci El,41.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
